2013	01	14	00	02	52	1358150572.0	1.0
2013	01	14	00	07	52	1358150872.0	1.0
2013	01	14	00	12	52	1358151172.0	1.0
2013	01	14	00	17	52	1358151472.0	1.0
2013	01	14	00	22	52	1358151772.0	1.0
2013	01	14	00	27	52	1358152072.0	1.004015183
2013	01	14	00	32	52	1358152372.0	1.0
2013	01	14	00	37	52	1358152672.0	1.0
2013	01	14	00	42	52	1358152972.0	1.004015183
2013	01	14	00	47	52	1358153272.0	1.002006794
2013	01	14	00	52	52	1358153572.0	1.0
2013	01	14	00	57	52	1358153872.0	1.0
2013	01	14	01	02	52	1358154172.0	1.0
2013	01	14	01	07	52	1358154472.0	1.0
2013	01	14	01	12	52	1358154772.0	1.0
2013	01	14	01	17	52	1358155072.0	1.0
2013	01	14	01	22	52	1358155372.0	1.0
2013	01	14	01	27	52	1358155672.0	1.0
2013	01	14	01	32	52	1358155972.0	1.0
2013	01	14	01	37	52	1358156272.0	1.0
2013	01	14	01	42	52	1358156572.0	1.0
2013	01	14	01	47	52	1358156872.0	1.0
2013	01	14	01	52	52	1358157172.0	1.0
2013	01	14	01	57	52	1358157472.0	1.0
2013	01	14	02	02	52	1358157772.0	1.0
2013	01	14	02	07	52	1358158072.0	1.0
2013	01	14	02	12	52	1358158372.0	1.0
2013	01	14	02	17	52	1358158672.0	1.0
2013	01	14	02	22	52	1358158972.0	1.0
2013	01	14	02	27	52	1358159272.0	1.006028816
2013	01	14	02	32	52	1358159572.0	1.0
2013	01	14	02	37	52	1358159872.0	1.0
2013	01	14	02	42	52	1358160172.0	1.0
2013	01	14	02	47	52	1358160472.0	1.0
2013	01	14	02	52	52	1358160772.0	1.0
2013	01	14	02	57	52	1358161072.0	1.0
2013	01	14	03	02	52	1358161372.0	1.0
2013	01	14	03	07	52	1358161672.0	1.0
2013	01	14	03	12	52	1358161972.0	1.0
2013	01	14	03	17	52	1358162272.0	1.002004367
2013	01	14	03	22	52	1358162572.0	1.0
2013	01	14	03	27	52	1358162872.0	1.0
2013	01	14	03	32	52	1358163172.0	1.0
2013	01	14	03	37	52	1358163472.0	1.0
2013	01	14	03	42	52	1358163772.0	1.0
2013	01	14	03	47	52	1358164072.0	1.0
2013	01	14	03	52	52	1358164372.0	1.0
2013	01	14	03	57	52	1358164672.0	1.0
2013	01	14	04	02	52	1358164972.0	1.0
2013	01	14	04	07	52	1358165272.0	1.0
2013	01	14	04	12	52	1358165572.0	1.004016399
2013	01	14	04	17	52	1358165872.0	1.0
2013	01	14	04	22	52	1358166172.0	1.0
2013	01	14	04	27	52	1358166472.0	1.0
2013	01	14	04	32	52	1358166772.0	1.0
2013	01	14	04	37	52	1358167072.0	1.0
2013	01	14	04	42	52	1358167372.0	1.0
2013	01	14	04	47	52	1358167672.0	1.002003153
2013	01	14	04	52	52	1358167972.0	1.0
2013	01	14	04	57	52	1358168272.0	1.0
