2012	11	28	00	03	04	1354089784.0	1
2012	11	28	00	08	04	1354090084.0	1
2012	11	28	00	13	04	1354090384.0	1
2012	11	28	00	18	04	1354090684.0	1
2012	11	28	00	23	04	1354090984.0	1.002021355
2012	11	28	00	28	04	1354091284.0	1.002022568
2012	11	28	00	33	04	1354091584.0	1
2012	11	28	00	38	04	1354091884.0	1
2012	11	28	00	43	04	1354092184.0	1
2012	11	28	00	48	04	1354092484.0	1
2012	11	28	00	53	04	1354092784.0	1
2012	11	28	00	58	04	1354093084.0	1
2012	11	28	01	03	04	1354093384.0	1
2012	11	28	01	08	04	1354093684.0	1
2012	11	28	01	13	04	1354093984.0	1
2012	11	28	01	18	04	1354094284.0	1
2012	11	28	01	23	04	1354094584.0	1
2012	11	28	01	28	04	1354094884.0	1
2012	11	28	01	33	04	1354095184.0	1
2012	11	28	01	38	04	1354095484.0	1
2012	11	28	01	43	04	1354095784.0	1
2012	11	28	01	48	04	1354096084.0	1
2012	11	28	01	53	04	1354096384.0	1
2012	11	28	01	58	04	1354096684.0	1
2012	11	28	02	03	04	1354096984.0	1
2012	11	28	02	08	04	1354097284.0	1
2012	11	28	02	13	04	1354097584.0	1
2012	11	28	02	18	04	1354097884.0	1.002023175
2012	11	28	02	23	04	1354098184.0	1
2012	11	28	02	28	04	1354098484.0	1
2012	11	28	02	33	04	1354098784.0	1
2012	11	28	02	38	04	1354099084.0	1
2012	11	28	02	43	04	1354099384.0	1
2012	11	28	02	48	04	1354099684.0	1
2012	11	28	02	53	04	1354099984.0	1
2012	11	28	02	58	04	1354100284.0	1
2012	11	28	03	03	04	1354100584.0	1
2012	11	28	03	08	04	1354100884.0	1
2012	11	28	03	13	04	1354101184.0	1.002020748
2012	11	28	03	18	04	1354101484.0	1
2012	11	28	03	23	04	1354101784.0	1.002020748
2012	11	28	03	28	04	1354102084.0	1
2012	11	28	03	33	04	1354102384.0	1
2012	11	28	03	38	04	1354102684.0	1
2012	11	28	03	43	04	1354102984.0	1
2012	11	28	03	48	04	1354103284.0	1
2012	11	28	03	53	04	1354103584.0	1.002020748
2012	11	28	03	58	04	1354103884.0	1
2012	11	28	04	03	04	1354104184.0	1
2012	11	28	04	08	04	1354104484.0	1
2012	11	28	04	13	04	1354104784.0	1
2012	11	28	04	18	04	1354105084.0	1
2012	11	28	04	23	04	1354105384.0	1
2012	11	28	04	28	04	1354105684.0	1
2012	11	28	04	33	04	1354105984.0	1.002020748
2012	11	28	04	38	04	1354106284.0	1
2012	11	28	04	43	04	1354106584.0	1
2012	11	28	04	48	04	1354106884.0	1
2012	11	28	04	53	04	1354107184.0	1
2012	11	28	04	58	04	1354107484.0	1
2012	11	28	05	03	04	1354107784.0	1
2012	11	28	05	08	04	1354108084.0	1
2012	11	28	05	13	04	1354108384.0	1.002019535
2012	11	28	05	18	04	1354108684.0	1
2012	11	28	05	23	04	1354108984.0	1
2012	11	28	05	28	04	1354109284.0	1
2012	11	28	05	33	04	1354109584.0	1
2012	11	28	05	38	04	1354109884.0	1
2012	11	28	05	43	04	1354110184.0	1.002018928
2012	11	28	05	48	04	1354110484.0	1.002020141
2012	11	28	05	53	04	1354110784.0	1
2012	11	28	05	58	04	1354111084.0	1
2012	11	28	06	03	04	1354111384.0	1
2012	11	28	06	08	04	1354111684.0	1
2012	11	28	06	13	04	1354111984.0	1
2012	11	28	06	18	04	1354112284.0	1.002019535
